agent_ID,forecast_ID,gap
1,1,1.4812722988563745
1,2,1.4422884213087617
1,3,1.4812317869927778
1,4,1.505848295734372
1,5,1.4787803877357835
1,6,1.4572420256886014
1,7,1.49225853407119
1,8,1.4685156189105681
1,9,1.4717940566984726
1,10,1.4369762292188586
1,11,1.4511711893135328
1,12,1.4612501293848723
1,13,1.45293509885588
1,14,1.4506528843446604
1,15,1.4787957845953486
1,16,1.4521745302563156
1,17,1.455128883485044
1,18,1.4592399554410211
1,19,1.4831796016511851
1,20,1.4851448598651187
1,21,1.475675709264035
1,22,1.5254005995955908
1,23,1.476390713523518
1,24,1.4825340600540944
1,25,1.4652347734631475
1,26,1.4502665220188895
1,27,1.431741593681438
1,28,1.498625097555168
1,29,1.4519540437008063
1,30,1.4882303916609354
1,31,1.4681615779324013
1,32,1.4463742252861995
1,33,1.5090941234109216
1,34,1.471415604173357
1,35,1.4093795536900098
1,36,1.4552545259869842
1,37,1.4789964448229465
1,38,1.4519447812628674
1,39,1.4812300660689397
1,40,1.4674070800141426
1,41,1.4814738633298195
1,42,1.425124825116196
1,43,1.4860087732800138
1,44,1.4675290233854597
1,45,1.4625193323655492
1,46,1.4743886525030803
1,47,1.4734215422969181
1,48,1.4753132635761164
1,49,1.5036217877676665
1,50,1.4835675870708385
1,51,1.4198255989235413
1,52,1.5072185340050948
1,53,1.4664021323668304
1,54,1.537621348775294
1,55,1.4716553010472855
1,56,1.4920277169573963
1,57,1.5065517502622487
1,58,1.4518455787315951
1,59,1.4735746099696847
1,60,1.5271001180713588
1,61,1.4596226697823842
1,62,1.4603942062774973
1,63,1.5547034109917215
1,64,1.4379313759611114
1,65,1.4931639262781395
1,66,1.4299563834340527
1,67,1.4600858974400728
1,68,1.4023907824730686
1,69,1.4825864870579535
1,70,1.4487682742812158
1,71,1.5444237480044651
1,72,1.5205461680868555
1,73,1.4783186037047749
1,74,1.4318118790614398
1,75,1.4430752942782425
1,76,1.5357870545607022
1,77,1.4952748708862726
1,78,1.4754544544138195
1,79,1.38903015254107
1,80,1.4550483998300048
1,81,1.4731673757499135
1,82,1.462633897996371
1,83,1.3857917368074437
1,84,1.5012687882999463
1,85,1.4357112554880027
1,86,1.5220100929729639
1,87,1.4184345893431156
1,88,1.4623482232284322
1,89,1.5101786505542543
1,90,1.519889197749217
1,91,1.4930772457195158
1,92,1.4549229495254408
1,93,1.416983930220864
1,94,1.5331309939746633
1,95,1.492769971605168
1,96,1.4627029641989746
1,97,1.4812242169734962
1,98,1.472082785842363
1,99,1.4074342798115427
1,100,1.4014767375648636
1,101,1.4850740109827254
1,102,1.5234353571138572
1,103,1.5181543222935572
1,104,1.4931719436018316
1,105,1.5294836818577098
1,106,1.5252407314668206
1,107,1.5120175276905283
1,108,1.550726385571159
1,109,1.4959293162612068
1,110,1.4952774229443486
1,111,1.4851666788373041
1,112,1.5291425364643518
1,113,1.4809198438435174
1,114,1.537733520001984
1,115,1.5361322088112992
1,116,1.477874704189687
1,117,1.5230227171853166
1,118,1.4940983924502347
1,119,1.4915958373591787
1,120,1.4513438491747466
1,121,1.4965781269881333
1,122,1.4911575282086869
1,123,1.5686282218070042
1,124,1.494476590865148
1,125,1.505208875488337
1,126,1.4994128633476351
1,127,1.502344900569585
1,128,1.499623529476687
1,129,1.5471261157654115
1,130,1.4765544567630737
1,131,1.512746758452188
1,132,1.5023028925982693
1,133,1.4955299772841117
1,134,1.4854670214902987
1,135,1.4525713890150582
1,136,1.5325868100853204
1,137,1.4942357101985673
1,138,1.5226439480219374
1,139,1.4819282228222543
1,140,1.507063696552406
1,141,1.508693455066032
1,142,1.5375379251006613
1,143,1.5060171355805303
1,144,1.5164131197903168
1,145,1.4867415793229362
1,146,1.4983173453236422
1,147,1.550262077909995
1,148,1.5166424331112927
1,149,1.4969404804711361
1,150,1.509577659249747
1,151,1.434793138701246
1,152,1.5027388095459209
1,153,1.5319219086497649
1,154,1.4824077254626493
1,155,1.5316169266057869
1,156,1.5342565469280838
1,157,1.4832965225501504
1,158,1.4957358001895606
1,159,1.522024253926416
1,160,1.4953946817712689
1,161,1.5497948459028765
1,162,1.5047503923594512
1,163,1.5259229029112018
1,164,1.5419456100592086
1,165,1.532274492751363
1,166,1.5463544594614733
1,167,1.4725987248779546
1,168,1.4765269280586124
1,169,1.5200228601613661
1,170,1.4976964075926031
1,171,1.4755861122842675
1,172,1.499236599527721
1,173,1.4995501787864405
1,174,1.4961409640386085
1,175,1.55512387010661
