agent_ID,forecast_ID,gap
1,1,0.01918306123727742
1,2,0.021901544144601326
1,3,0.01292440467050926
1,4,0.017201121853802848
1,5,0.018878121096672862
1,6,0.018221718694577893
1,7,0.020387573525112
1,8,0.015830730861357223
1,9,0.016258093273279872
1,10,0.01701558723801999
1,11,0.013943455515941228
1,12,0.025826743406088593
1,13,0.020118913847226194
1,14,0.017939207138861768
1,15,0.020953821634152936
1,16,0.014689516771414501
1,17,0.018014762285048835
1,18,0.01934076052507261
1,19,0.016872057445456834
1,20,0.015199789829185129
1,21,0.018684795200627047
1,22,0.017019127870552042
1,23,0.020702916577645558
1,24,0.017226424106905114
1,25,0.016384368593025833
1,26,0.019353483750848888
1,27,0.019753050229883495
1,28,0.021848670485768995
1,29,0.015018738175992974
1,30,0.0175996379448653
1,31,0.017778535506136395
1,32,0.02296199796644971
1,33,0.013622777902698946
1,34,0.018493750513844498
1,35,0.02326502402398778
1,36,0.024771749970974533
1,37,0.01755972943017703
1,38,0.015234152916006272
1,39,0.015495028630303942
1,40,0.013624945313435166
1,41,0.019057330624525415
1,42,0.02077063762350906
1,43,0.023306585006663383
1,44,0.019340530698116698
1,45,0.014519265600924536
1,46,0.020636290860260642
1,47,0.017114465313798233
1,48,0.017670328240130706
1,49,0.014914944587124168
1,50,0.015012252307078144
1,51,0.021506342909169085
1,52,0.027691411169173508
1,53,0.03254260244359908
1,54,0.021755471219860212
1,55,0.02439764758771834
1,56,0.03141676567093321
1,57,0.026319805210147207
1,58,0.029768991147292256
1,59,0.02240670319949678
1,60,0.02833558570649597
1,61,0.017022176803708877
1,62,0.02385352371614191
1,63,0.022890611331332078
1,64,0.024055161909892986
1,65,0.02409407205532932
1,66,0.026700932898279683
1,67,0.018725891525655403
1,68,0.033430101542469615
1,69,0.0263146537171719
1,70,0.03355313785890113
1,71,0.017214525411241022
1,72,0.028045026967199238
1,73,0.02856418723650478
1,74,0.020197069197918527
1,75,0.025153826957363234
1,76,0.024668781298010423
1,77,0.025572400006157237
1,78,0.025292208383582038
1,79,0.02280219308885867
1,80,0.024800674278504076
1,81,0.014938163301856155
1,82,0.028549373318691895
1,83,0.020143304828576403
1,84,0.02291597199584894
1,85,0.017296898545994033
1,86,0.024317903091894744
1,87,0.021046366877554235
1,88,0.031214923683192897
1,89,0.02159556601388135
1,90,0.01919042973835139
1,91,0.02420843432640396
1,92,0.033931858009248916
1,93,0.03192093118549022
1,94,0.02319198491863439
1,95,0.02109517023489005
1,96,0.027336841757386043
1,97,0.024823228321995128
1,98,0.021153452587509003
1,99,0.029148243531100793
1,100,0.032618059523755516
1,101,0.03860796996547866
1,102,0.029041255684423728
1,103,0.037491566491286044
1,104,0.02910170659393918
1,105,0.03349942107727011
1,106,0.03026917917707994
1,107,0.03518011127200382
1,108,0.034627123239791224
1,109,0.040763345157940334
1,110,0.02805959128005231
1,111,0.03516276258720219
1,112,0.029616428715845577
1,113,0.039638816807222144
1,114,0.03357617330374407
1,115,0.031066300234364963
1,116,0.029040703438689475
1,117,0.026950418874057025
1,118,0.025606302525683633
1,119,0.034774916021590885
1,120,0.02623764683737484
1,121,0.03744839677008449
1,122,0.02783726510933393
1,123,0.03245520229184984
1,124,0.02516861519785385
1,125,0.03599440557417477
1,126,0.03173359541240739
1,127,0.026262182721260574
1,128,0.03763744020419324
1,129,0.03593285531036239
1,130,0.033008521936086055
1,131,0.03410201447328798
1,132,0.03348499749048828
1,133,0.029491470701251465
1,134,0.03742735534339503
1,135,0.029192605958316964
1,136,0.031542476075228976
1,137,0.0357228338018154
1,138,0.03520190427839376
1,139,0.030258950886929092
1,140,0.0345513305064693
1,141,0.037826573088354465
1,142,0.04007881604320973
1,143,0.036349812168574136
1,144,0.035194964311348276
1,145,0.032430713030159986
1,146,0.031356820710971345
1,147,0.03717067863102286
1,148,0.0292353925551867
1,149,0.03229161954874793
1,150,0.0301855865802092
1,151,0.024709406081560914
1,152,0.0215596606390831
1,153,0.0273564978304639
1,154,0.021124833715857827
1,155,0.028662927333298116
1,156,0.01622005121310721
1,157,0.022582774155268215
1,158,0.025735787435828383
1,159,0.024648737936891374
1,160,0.024604801811643595
1,161,0.025248430425227397
1,162,0.02896841923441551
1,163,0.02454195321983188
1,164,0.020805004727269205
1,165,0.028801075948065247
1,166,0.027720797538698605
1,167,0.020436701149964653
1,168,0.024487772608065006
1,169,0.01952778202759098
1,170,0.025182304622406226
1,171,0.024793672651940213
1,172,0.025665345367210657
1,173,0.021148079304147638
1,174,0.02029567460908588
1,175,0.02762488983862421
1,176,0.02135223945660436
1,177,0.021543471573801654
1,178,0.02953150363741397
1,179,0.025456866647772802
1,180,0.021347052998530902
1,181,0.02061193629216196
1,182,0.025148168727846087
1,183,0.02319714435721898
1,184,0.02730670204764918
1,185,0.021872952766540665
1,186,0.022826948342471676
1,187,0.024682708143253906
1,188,0.022826146012104198
1,189,0.02482249292172467
1,190,0.02240141048990174
1,191,0.027635317697076278
1,192,0.026678498878952794
1,193,0.02228487692001835
1,194,0.022832579345264836
1,195,0.024744680134182184
1,196,0.022923251827962954
1,197,0.022210426512601744
1,198,0.011980362415871859
1,199,0.019065227522752748
1,200,0.0307074568764385
1,201,0.050547937243917485
1,202,0.03877554425840812
1,203,0.04461348000940135
1,204,0.030203516593073854
1,205,0.038969412309398876
1,206,0.03587098357830665
1,207,0.02649811607171637
1,208,0.036271111228259656
1,209,0.04638462978500191
1,210,0.023036197488208066
1,211,0.03604081777454038
1,212,0.03149866017645553
1,213,0.03898401440786725
1,214,0.05701258473076942
1,215,0.042390333492233534
1,216,0.03888498957669717
1,217,0.0300588250401137
1,218,0.03589556332364996
1,219,0.0278140490999097
1,220,0.036609838210274415
1,221,0.037132512703675236
1,222,0.04425279901956736
1,223,0.030445129377646873
1,224,0.03800978906545183
1,225,0.033534927009570614
1,226,0.0338858682696912
1,227,0.029041767606597046
1,228,0.03020726343641389
1,229,0.03425254126331456
1,230,0.042401767950706715
1,231,0.04486733199537962
1,232,0.042980621211746506
1,233,0.04126371830727349
1,234,0.03369201903727137
1,235,0.0361400211284193
1,236,0.03503106403817835
1,237,0.034562831937652305
1,238,0.035874500614040405
1,239,0.043964428351928486
1,240,0.03489091091849583
1,241,0.03718105752345524
1,242,0.038952759737668874
1,243,0.0353187842660212
1,244,0.0400760457800049
1,245,0.033514510129685204
1,246,0.04283118534099262
1,247,0.0407286825297668
1,248,0.04535031815840074
1,249,0.03533454244715517
1,250,0.03728951300285899
1,251,0.024481415623651248
1,252,0.01865021323012228
1,253,0.02424684635572616
1,254,0.04849085597428582
1,255,0.026005842924509803
1,256,0.03544693632767393
1,257,0.0366373262322266
1,258,0.027302595051230005
1,259,0.022597909539195937
1,260,0.01917013049166183
1,261,0.02653728474374284
1,262,0.019829882235198326
1,263,0.023953101176289904
1,264,0.028137336607609198
1,265,0.03161007964728202
1,266,0.03888137674789882
1,267,0.028463426363582567
1,268,0.015133529951012692
1,269,0.02550879482102264
1,270,0.038061590168382065
1,271,0.025852195025462876
1,272,0.027373579241037005
1,273,0.01716549092154862
1,274,0.025511636186756004
1,275,0.023670614076522156
1,276,0.02819656804739501
1,277,0.023948672623185008
1,278,0.025267171218312345
1,279,0.027715217680473803
1,280,0.026380298194596863
1,281,0.02338160996217331
1,282,0.02300517710723793
1,283,0.029424433393996585
1,284,0.02818204041640171
1,285,0.03219152951164128
1,286,0.03183378049185803
1,287,0.036496433016975915
1,288,0.025734603728396976
1,289,0.023855960255574793
1,290,0.026970541944247417
1,291,0.03228856489577625
1,292,0.03033062496569716
1,293,0.03272397592944154
1,294,0.02301578966698603
1,295,0.031841624032624916
1,296,0.028744501276946055
1,297,0.01964476715478436
1,298,0.034733003405242435
1,299,0.023051726375784343
1,300,0.03388251607163273
1,301,0.03064898038711017
1,302,0.03507301119138706
1,303,0.04273271235606324
1,304,0.03916961995894663
1,305,0.04030264857038324
1,306,0.04067522807053536
1,307,0.04112461727994976
1,308,0.04376349900468246
1,309,0.037014411904829236
1,310,0.029437756868230247
1,311,0.045684651441681545
1,312,0.03740177434337144
1,313,0.03898200549441988
1,314,0.042553420834381406
1,315,0.043044191138208676
1,316,0.04732530833547455
1,317,0.04207966294103982
1,318,0.03310546478366172
1,319,0.044565896856915366
1,320,0.04464025510429126
1,321,0.03280163857641716
1,322,0.039809404118389624
1,323,0.039721678823558815
1,324,0.035853280573268975
1,325,0.04084942373013667
1,326,0.030082790067031517
1,327,0.0314382404206881
1,328,0.03609574764528878
1,329,0.03763018158023401
1,330,0.0359836812154235
1,331,0.03461543179662585
1,332,0.04207776131219587
1,333,0.03965673496921074
1,334,0.02919420624861968
1,335,0.046594291542412236
1,336,0.03986242172550725
1,337,0.0345577551433216
1,338,0.042139400339620714
1,339,0.04099604397448897
1,340,0.03999263592124036
